OID_,GEOID,ALAND,AWATER,NAME,State,County,B01001_001E,B25002_001E,B25002_002E,B25002_003E,HOUSING_DENSITY,ADAPTIVE,DEVELOPMENT
1203,36005022703,38660.000000000000000,0.000000000000000,Census Tract 227.03,New York,Bronx County,1991,699,690,9,18.080703569580962,7.4109888,75.6818161
1204,36005022800,172197.000000000000000,0.000000000000000,Census Tract 228,New York,Bronx County,6207,2474,2433,41,14.367265399513348,14.9304867,88.0880814
1205,36005022901,121893.000000000000000,0.000000000000000,Census Tract 229.01,New York,Bronx County,5530,2077,1988,89,17.039534673853296,8.3645325,71.2058792
1206,36005022902,91601.000000000000000,0.000000000000000,Census Tract 229.02,New York,Bronx County,3710,1172,1132,40,12.794620146068276,7.5406160,95.2574234
1207,36005023000,159383.000000000000000,0.000000000000000,Census Tract 230,New York,Bronx County,2963,1074,1039,35,6.738485283875947,13.9511538,158.0339050
1208,36005023100,117143.000000000000000,0.000000000000000,Census Tract 231,New York,Bronx County,1696,470,432,38,4.012190229036306,11.0612249,178.1999969
1209,36005023200,142706.000000000000000,0.000000000000000,Census Tract 232,New York,Bronx County,2517,874,801,73,6.124479699522094,15.5377693,185.1265869
1210,36005023301,119112.000000000000000,0.000000000000000,Census Tract 233.01,New York,Bronx County,4177,1691,1649,42,14.196722412519309,7.5747128,93.9924774
1211,36005023302,62577.000000000000000,0.000000000000000,Census Tract 233.02,New York,Bronx County,3982,1051,1016,35,16.795308180321843,9.9427013,79.8260880
1212,36005023501,68200.000000000000000,0.000000000000000,Census Tract 235.01,New York,Bronx County,3325,1230,1230,0,18.035190615835777,9.5528965,73.3846130
1213,36005023502,96240.000000000000000,0.000000000000000,Census Tract 235.02,New York,Bronx County,4628,1597,1566,31,16.593931837073981,10.0490198,87.6226425
1214,36005023600,92070.000000000000000,0.000000000000000,Census Tract 236,New York,Bronx County,1602,534,516,18,5.799934832192896,15.2518587,159.6634674
1215,36005023702,47892.000000000000000,0.000000000000000,Census Tract 237.02,New York,Bronx County,1333,385,375,10,8.038920905370418,11.6750002,187.1666718
1216,36005023703,100593.000000000000000,0.000000000000000,Census Tract 237.03,New York,Bronx County,5493,1792,1765,27,17.814360840217510,11.6539116,92.2300873
1217,36005023704,67466.000000000000000,0.000000000000000,Census Tract 237.04,New York,Bronx County,3821,1404,1343,61,20.810482317018945,10.6603537,71.2602768
1218,36005023800,339546.000000000000000,0.000000000000000,Census Tract 238,New York,Bronx County,2480,849,749,100,2.500397589722748,15.8643808,80.1263123
1219,36005023900,178487.000000000000000,0.000000000000000,Census Tract 239,New York,Bronx County,8489,2615,2492,123,14.650926958265867,8.1604404,118.8090439
1220,36005024000,239779.000000000000000,0.000000000000000,Census Tract 240,New York,Bronx County,4618,1461,1348,113,6.093110739472597,14.6132479,137.9622650
1221,36005024100,134661.000000000000000,0.000000000000000,Census Tract 241,New York,Bronx County,6921,2423,2397,26,17.993331402559019,8.2330160,79.9731522
1222,36005024300,150432.000000000000000,0.000000000000000,Census Tract 243,New York,Bronx County,5575,2021,1993,28,13.434641565624334,7.4181819,99.5421677
1223,36005024400,175718.000000000000000,0.000000000000000,Census Tract 244,New York,Bronx County,2512,900,877,23,5.121842952913191,15.6274319,162.0360870
1224,36005024501,113064.000000000000000,0.000000000000000,Census Tract 245.01,New York,Bronx County,4475,1470,1428,42,13.001485884101040,7.8714070,103.0000000
1225,36005024502,100154.000000000000000,0.000000000000000,Census Tract 245.02,New York,Bronx County,3848,1246,1246,0,12.440841104698764,7.9778533,106.3947372
1226,36005024600,152436.000000000000000,0.000000000000000,Census Tract 246,New York,Bronx County,2065,820,756,64,5.379306725445433,15.5561762,156.5670776
1227,36005024700,151474.000000000000000,0.000000000000000,Census Tract 247,New York,Bronx County,1967,754,754,0,4.977751957431638,7.6218586,109.2468338
1228,36005024800,277911.000000000000000,0.000000000000000,Census Tract 248,New York,Bronx County,3370,1192,1161,31,4.289142927052186,14.1486282,153.8208466
1229,36005024900,174193.000000000000000,0.000000000000000,Census Tract 249,New York,Bronx County,0,0,0,0,0.000000000000000,7.5766211,19.8256416
1230,36005025000,181711.000000000000000,0.000000000000000,Census Tract 250,New York,Bronx County,2601,1147,1020,127,6.312221054311517,15.8302774,148.1674805
1231,36005025100,209328.000000000000000,0.000000000000000,Census Tract 251,New York,Bronx County,6462,2233,2233,0,10.667469234884965,7.0469961,101.5714264
1232,36005025200,190718.000000000000000,0.000000000000000,Census Tract 252,New York,Bronx County,2561,993,904,89,5.206640170303799,14.9166670,148.6478882
1233,36005025300,124459.000000000000000,0.000000000000000,Census Tract 253,New York,Bronx County,6313,1944,1884,60,15.619601635880089,6.9210706,82.9014053
1234,36005025400,169924.000000000000000,0.000000000000000,Census Tract 254,New York,Bronx County,2183,836,793,43,4.919846519620537,14.5732994,128.6648712
1235,36005025500,168636.000000000000000,0.000000000000000,Census Tract 255,New York,Bronx County,7728,2377,2377,0,14.095448184254844,7.3424520,96.5585098
1236,36005025700,158501.000000000000000,17989.000000000000000,Census Tract 257,New York,Bronx County,1793,730,707,23,4.605649175714980,6.9809308,108.7894745
1237,36005026100,176999.000000000000000,0.000000000000000,Census Tract 261,New York,Bronx County,2114,1205,1081,124,6.807948067503206,6.9661183,102.8636398
1238,36005026300,158774.000000000000000,0.000000000000000,Census Tract 263,New York,Bronx County,7124,2424,2282,142,15.266983259223801,6.4824796,73.9655151
1239,36005026500,202137.000000000000000,0.000000000000000,Census Tract 265,New York,Bronx County,7505,2271,2214,57,11.234954511049438,7.4019523,120.7702713
1240,36005026701,69125.000000000000000,0.000000000000000,Census Tract 267.01,New York,Bronx County,3639,1382,1231,151,19.992766726943941,8.1045513,91.8701324
1241,36005026702,166368.000000000000000,0.000000000000000,Census Tract 267.02,New York,Bronx County,8183,2701,2701,0,16.235093287170610,9.1817713,74.8064499
1242,36005026900,382001.000000000000000,27111.000000000000000,Census Tract 269,New York,Bronx County,4072,1878,1807,71,4.916217496812835,7.0059185,143.8704987
1243,36005027300,203161.000000000000000,0.000000000000000,Census Tract 273,New York,Bronx County,7798,2978,2881,97,14.658325170677443,8.1911764,95.7743378
1244,36005027700,176019.000000000000000,0.000000000000000,Census Tract 277,New York,Bronx County,4338,1848,1826,22,10.498866599628448,8.8360100,98.1818161
1245,36005027900,276331.000000000000000,0.000000000000000,Census Tract 279,New York,Bronx County,8486,3065,3017,48,11.091770376830686,8.4690781,79.1887436
1246,36005028100,129158.000000000000000,0.000000000000000,Census Tract 281,New York,Bronx County,3757,1818,1758,60,14.075783149320987,9.8510923,84.6551743
1247,36005028300,227442.000000000000000,0.000000000000000,Census Tract 283,New York,Bronx County,2841,1118,1058,60,4.915538906622348,6.7316065,144.5060272
1248,36005028500,263658.000000000000000,0.000000000000000,Census Tract 285,New York,Bronx County,3763,1805,1788,17,6.845989880830469,6.1134591,103.8724136
1249,36005028700,155302.000000000000000,0.000000000000000,Census Tract 287,New York,Bronx County,3565,1295,1275,20,8.338591904804831,5.9465861,147.5375671
1250,36005028800,336192.000000000000000,0.000000000000000,Census Tract 288,New York,Bronx County,3144,1112,1082,30,3.307633733104892,15.0668535,80.8823547
1251,36005028900,201144.000000000000000,0.000000000000000,Census Tract 289,New York,Bronx County,4530,1938,1871,67,9.634888438133874,2.8538659,133.2242126
1252,36005029301,286791.000000000000000,733013.000000000000000,Census Tract 293.01,New York,Bronx County,1794,955,894,61,3.329951079357441,1.8024862,37.6690636
1253,36005029302,425237.000000000000000,0.000000000000000,Census Tract 293.02,New York,Bronx County,6043,2770,2676,94,6.514014537775405,2.2175748,89.5243149
1254,36005029500,236468.000000000000000,0.000000000000000,Census Tract 295,New York,Bronx County,4484,2158,2138,20,9.125970533010809,1.9757773,121.8270645
1255,36005029700,232730.000000000000000,0.000000000000000,Census Tract 297,New York,Bronx County,4122,1869,1830,39,8.030765264469558,1.2928441,87.2702713
1256,36005030100,146000.000000000000000,0.000000000000000,Census Tract 301,New York,Bronx County,1578,696,675,21,4.767123287671233,1.3084112,89.8048782
1257,36005030701,396734.000000000000000,0.000000000000000,Census Tract 307.01,New York,Bronx County,5718,2525,2392,133,6.364465863777745,3.3267369,93.3386383
1258,36005031800,178366.000000000000000,0.000000000000000,Census Tract 318,New York,Bronx County,2149,587,569,18,3.290985950237153,13.9116659,86.1363602
1259,36005032400,267455.000000000000000,0.000000000000000,Census Tract 324,New York,Bronx County,3326,1345,1303,42,5.028883363556486,13.9500799,140.2624512
1260,36005032600,332096.000000000000000,0.000000000000000,Census Tract 326,New York,Bronx County,3643,1083,1052,31,3.261105222586240,14.2658262,96.9359970
1261,36005032800,204675.000000000000000,0.000000000000000,Census Tract 328,New York,Bronx County,4140,1526,1480,46,7.455722486869427,14.8752098,104.6103897
1262,36005033000,206129.000000000000000,0.000000000000000,Census Tract 330,New York,Bronx County,5575,2343,2240,103,11.366668445488020,14.6073647,106.7142868
1263,36005033201,114034.000000000000000,0.000000000000000,Census Tract 332.01,New York,Bronx County,5334,2598,2523,75,22.782678850167493,13.2274771,55.1520004
1264,36005033202,115204.000000000000000,0.000000000000000,Census Tract 332.02,New York,Bronx County,3775,1690,1642,48,14.669629526752543,13.7627869,91.2644653
1265,36005033400,3067606.000000000000000,39710.000000000000000,Census Tract 334,New York,Bronx County,15,5,5,0,0.001629935526270,16.3960915,7.4673033
1266,36005034000,158344.000000000000000,0.000000000000000,Census Tract 340,New York,Bronx County,5775,1931,1835,96,12.194967917950791,15.0091944,107.9464264
1267,36005034200,156821.000000000000000,0.000000000000000,Census Tract 342,New York,Bronx County,1665,706,613,93,4.501948080933039,14.1920786,150.0535736
1268,36005034400,157012.000000000000000,0.000000000000000,Census Tract 344,New York,Bronx County,2165,628,615,13,3.999694290882225,15.4661570,120.0000000
1269,36005034800,437468.000000000000000,0.000000000000000,Census Tract 348,New York,Bronx County,6196,2271,2075,196,5.191236844752073,15.2668877,130.2024841
1270,36005035900,134331.000000000000000,0.000000000000000,Census Tract 359,New York,Bronx County,2445,925,925,0,6.885975686922602,13.5806656,119.5369110
1271,36005036100,164834.000000000000000,0.000000000000000,Census Tract 361,New York,Bronx County,5756,2220,2136,84,13.468095174539233,14.0728302,88.7430191
1272,36005036300,221466.000000000000000,0.000000000000000,Census Tract 363,New York,Bronx County,7220,2617,2545,72,11.816712271861142,14.0645037,99.0080948
1273,36005036501,95827.000000000000000,0.000000000000000,Census Tract 365.01,New York,Bronx County,4234,1468,1396,72,15.319273273712001,14.3125553,73.8715591
1274,36005036502,97659.000000000000000,0.000000000000000,Census Tract 365.02,New York,Bronx County,2502,795,774,21,8.140570761527355,13.4178324,131.4629669
1275,36005036700,93063.000000000000000,0.000000000000000,Census Tract 367,New York,Bronx County,2198,714,646,68,7.672222043132072,14.7872143,143.8285675
1276,36005036800,169530.000000000000000,0.000000000000000,Census Tract 368,New York,Bronx County,2365,632,615,17,3.727953754497729,15.9622164,73.6560822
1277,36005036901,98732.000000000000000,0.000000000000000,Census Tract 369.01,New York,Bronx County,2151,781,768,13,7.910302637442775,13.8079586,113.4000015
1278,36005036902,62406.000000000000000,0.000000000000000,Census Tract 369.02,New York,Bronx County,2212,843,813,30,13.508316508028074,13.6353588,64.9295807
1279,36005037000,158885.000000000000000,0.000000000000000,Census Tract 370,New York,Bronx County,2479,749,689,60,4.714101394090065,15.7573967,158.3206482
1280,36005037100,198179.000000000000000,0.000000000000000,Census Tract 371,New York,Bronx County,4176,1772,1683,89,8.941411552182622,14.8221073,100.6128998
1281,36005037200,186530.000000000000000,0.000000000000000,Census Tract 372,New York,Bronx County,2142,884,807,77,4.739184045461856,13.9001379,151.8056946
1282,36005037300,173453.000000000000000,0.000000000000000,Census Tract 373,New York,Bronx County,6697,2284,2046,238,13.167832208148605,15.0715342,69.6735764
1283,36005037400,167070.000000000000000,0.000000000000000,Census Tract 374,New York,Bronx County,3968,1553,1478,75,9.295504878194768,13.6380367,107.3000031
1284,36005037504,239719.000000000000000,0.000000000000000,Census Tract 375.04,New York,Bronx County,3641,1428,1341,87,5.956974624456134,14.0495014,145.8598480
1285,36005037600,124765.000000000000000,0.000000000000000,Census Tract 376,New York,Bronx County,2071,820,792,28,6.572356029335150,13.7387142,139.5985413
1286,36005037800,131851.000000000000000,0.000000000000000,Census Tract 378,New York,Bronx County,3147,1286,1130,156,9.753433800274552,12.5972767,116.0816345
1287,36005037900,191331.000000000000000,0.000000000000000,Census Tract 379,New York,Bronx County,6137,1820,1780,40,9.512311125745436,12.9772320,130.7302399
1288,36005038000,213585.000000000000000,0.000000000000000,Census Tract 380,New York,Bronx County,5035,2127,1935,192,9.958564505934405,14.2598076,135.1129761
1289,36005038100,151508.000000000000000,0.000000000000000,Census Tract 381,New York,Bronx County,7707,2652,2638,14,17.504026190036171,11.5952654,67.4201202
1290,36005038200,157168.000000000000000,0.000000000000000,Census Tract 382,New York,Bronx County,3001,987,939,48,6.279904306220096,15.9037523,134.4385986
1291,36005038301,94778.000000000000000,0.000000000000000,Census Tract 383.01,New York,Bronx County,5384,1712,1684,28,18.063263626580010,13.8267145,84.6857147
1292,36005038500,188946.000000000000000,0.000000000000000,Census Tract 385,New York,Bronx County,5025,1816,1665,151,9.611211668942449,13.5190220,128.9380951
1293,36005038700,181498.000000000000000,0.000000000000000,Census Tract 387,New York,Bronx County,3582,1470,1375,95,8.099262801793959,14.4731131,133.4875641
1294,36005038800,148659.000000000000000,0.000000000000000,Census Tract 388,New York,Bronx County,2881,987,939,48,6.639355841220511,15.8368874,137.5963898
1295,36005038900,170345.000000000000000,0.000000000000000,Census Tract 389,New York,Bronx County,5333,1881,1732,149,11.042296515894215,15.0742970,89.6666641
1296,36005039000,181646.000000000000000,0.000000000000000,Census Tract 390,New York,Bronx County,3108,1161,1076,85,6.391552800502075,14.6545887,184.9049988
1297,36005039100,205723.000000000000000,0.000000000000000,Census Tract 391,New York,Bronx County,7082,2980,2740,240,14.485497489342466,14.9763384,81.5258636
1298,36005039200,96134.000000000000000,0.000000000000000,Census Tract 392,New York,Bronx County,1717,703,658,45,7.312709343208438,13.3897257,113.8878479
1299,36005039300,181720.000000000000000,0.000000000000000,Census Tract 393,New York,Bronx County,8690,3211,3023,188,17.670041822584196,14.5091848,68.1194000
1300,36005039400,145219.000000000000000,0.000000000000000,Census Tract 394,New York,Bronx County,5254,1781,1692,89,12.264235396194712,10.5510321,103.4720459
1301,36005039500,409402.000000000000000,0.000000000000000,Census Tract 395,New York,Bronx County,4286,1815,1690,125,4.433295391815380,12.8835707,154.4549408
1302,36005039600,223225.000000000000000,0.000000000000000,Census Tract 396,New York,Bronx County,4522,1537,1450,87,6.885429499384030,15.1301689,129.8623505
1303,36005039700,525250.000000000000000,0.000000000000000,Census Tract 397,New York,Bronx County,3689,484,409,75,0.921465968586387,11.9757252,14.4320135
1304,36005039800,201856.000000000000000,0.000000000000000,Census Tract 398,New York,Bronx County,4209,1406,1249,157,6.965361445783133,16.0308666,123.3794632
1305,36005039901,151654.000000000000000,0.000000000000000,Census Tract 399.01,New York,Bronx County,5312,1803,1703,100,11.888905007451172,9.5821152,110.7857132
1306,36005039902,121399.000000000000000,0.000000000000000,Census Tract 399.02,New York,Bronx County,5570,1871,1703,168,15.411988566627402,12.0752840,93.9416046
1307,36005040100,170429.000000000000000,0.000000000000000,Census Tract 401,New York,Bronx County,5086,2042,2015,27,11.981528965140910,7.5306535,93.9946518
1308,36005040302,62696.000000000000000,0.000000000000000,Census Tract 403.02,New York,Bronx County,5331,1721,1636,85,27.449917060099526,10.3178720,38.0281677
1309,36005040303,87550.000000000000000,0.000000000000000,Census Tract 403.03,New York,Bronx County,4216,1402,1358,44,16.013706453455168,12.4263411,80.5454559
1310,36005040304,67355.000000000000000,0.000000000000000,Census Tract 403.04,New York,Bronx County,3641,1296,1221,75,19.241333234355281,9.0025253,82.3199997
1311,36005040400,215289.000000000000000,0.000000000000000,Census Tract 404,New York,Bronx County,3264,1159,1079,80,5.383461300856059,12.3873663,129.2857208
1312,36005040501,82860.000000000000000,0.000000000000000,Census Tract 405.01,New York,Bronx County,3959,1458,1405,53,17.595944967414919,10.8217211,88.8260880
1313,36005040502,141217.000000000000000,0.000000000000000,Census Tract 405.02,New York,Bronx County,7399,2692,2444,248,19.062860703739634,10.6846247,91.8343964
1314,36005040600,223327.000000000000000,0.000000000000000,Census Tract 406,New York,Bronx County,3997,1352,1305,47,6.053903021130450,9.9620981,182.4216919
1315,36005040701,58237.000000000000000,0.000000000000000,Census Tract 407.01,New York,Bronx County,3136,1299,1274,25,22.305407215344196,14.1292219,66.0937500
1316,36005040702,182164.000000000000000,0.000000000000000,Census Tract 407.02,New York,Bronx County,7137,2995,2863,132,16.441228782855010,13.3733587,68.1990051
1317,36005040800,124014.000000000000000,0.000000000000000,Census Tract 408,New York,Bronx County,4994,1768,1729,39,14.256454916380410,7.9766164,90.0000000
1318,36005040900,825703.000000000000000,345779.000000000000000,Census Tract 409,New York,Bronx County,3272,1452,1388,64,1.758501543533207,11.2444181,56.2811050
1319,36005041100,121611.000000000000000,0.000000000000000,Census Tract 411,New York,Bronx County,3677,1485,1437,48,12.211066433135160,12.8639889,102.9496384
1320,36005041300,173358.000000000000000,0.000000000000000,Census Tract 413,New York,Bronx County,9110,3398,3137,261,19.601056772690040,12.5308638,72.0000000
1321,36005041500,135858.000000000000000,0.000000000000000,Census Tract 415,New York,Bronx County,6089,2506,2386,120,18.445730100546157,12.2945251,73.8322601
1322,36005041900,325906.000000000000000,0.000000000000000,Census Tract 419,New York,Bronx County,6229,2589,2516,73,7.944008395058698,11.0096779,115.7932968
1323,36005042000,150497.000000000000000,0.000000000000000,Census Tract 420,New York,Bronx County,4512,1690,1616,74,11.229459723449638,8.0068216,99.0532532
1324,36005042100,246182.000000000000000,0.000000000000000,Census Tract 421,New York,Bronx County,5845,2142,2054,88,8.700879836868658,10.7274303,147.5802917
1325,36005042200,174693.000000000000000,0.000000000000000,Census Tract 422,New York,Bronx County,2873,1286,1218,68,7.361485577556055,9.1727009,133.3678741
1326,36005042300,180376.000000000000000,0.000000000000000,Census Tract 423,New York,Bronx County,4395,1443,1354,89,7.999955648201535,10.8685961,80.1133041
1327,36005042500,293818.000000000000000,0.000000000000000,Census Tract 425,New York,Bronx County,6614,2388,2172,216,8.127480276906113,11.6087332,111.5950928
1328,36005042901,102256.000000000000000,0.000000000000000,Census Tract 429.01,New York,Bronx County,3257,1251,1206,45,12.234000938820216,12.0998325,85.2631607
1329,36005042902,94576.000000000000000,0.000000000000000,Census Tract 429.02,New York,Bronx County,4165,1725,1689,36,18.239299610894943,11.9189186,90.6857147
1330,36047000100,207819.000000000000000,0.000000000000000,Census Tract 1,New York,Kings County,4722,2760,2511,249,13.280787608447735,12.5459433,97.6866989
1331,36047002100,528955.000000000000000,39281.000000000000000,Census Tract 21,New York,Kings County,5540,2435,2120,315,4.603416169617454,12.7451649,171.7381744
1332,36047002300,182214.000000000000000,0.000000000000000,Census Tract 23,New York,Kings County,4418,1572,1539,33,8.627218545227041,13.9745646,87.7722778
1333,36047028501,83218.000000000000000,0.000000000000000,Census Tract 285.01,New York,Kings County,356,180,164,16,2.162993583119037,21.8319588,105.8936157
1334,36047038900,162930.000000000000000,0.000000000000000,Census Tract 389,New York,Kings County,3072,1320,1196,124,8.101638740563430,21.7559185,162.6067352
1335,36047039100,166173.000000000000000,0.000000000000000,Census Tract 391,New York,Kings County,3844,1832,1742,90,11.024655028193509,20.4507484,105.9677429
1336,36047042300,182231.000000000000000,0.000000000000000,Census Tract 423,New York,Kings County,3990,1508,1361,147,8.275211133122244,18.4443913,134.0597076
1337,36047042500,167847.000000000000000,0.000000000000000,Census Tract 425,New York,Kings County,3412,1110,1047,63,6.613165561493504,18.8728943,179.7580719
1338,36047042700,148265.000000000000000,0.000000000000000,Census Tract 427,New York,Kings County,4690,1833,1727,106,12.362998684787375,17.8179703,117.1084366
1339,36047042900,168134.000000000000000,0.000000000000000,Census Tract 429,New York,Kings County,5558,2000,1916,84,11.895274007636765,16.8278313,101.6808548
1340,36047043100,168207.000000000000000,0.000000000000000,Census Tract 431,New York,Kings County,4695,1915,1769,146,11.384781846177626,18.4595013,127.2096786
1341,36047044100,142020.000000000000000,0.000000000000000,Census Tract 441,New York,Kings County,5563,2016,1894,122,14.195183776932828,18.9308262,99.8490601
1342,36047044300,167769.000000000000000,0.000000000000000,Census Tract 443,New York,Kings County,4537,2049,1871,178,12.213221751336659,18.8841839,102.9255295
1343,36047044500,169739.000000000000000,0.000000000000000,Census Tract 445,New York,Kings County,4519,1790,1663,127,10.545602365985426,17.7360477,106.0000000
1344,36047044700,162809.000000000000000,0.000000000000000,Census Tract 447,New York,Kings County,2487,942,907,35,5.785920925747349,16.9862728,234.5530701
1345,36047045300,319529.000000000000000,0.000000000000000,Census Tract 453,New York,Kings County,2291,711,674,37,2.225150142866532,18.8863277,125.3174133
1346,36047047700,217806.000000000000000,0.000000000000000,Census Tract 477,New York,Kings County,4017,1928,1793,135,8.851914088684426,16.9166012,131.3099213
1347,36047048100,151305.000000000000000,0.000000000000000,Census Tract 481,New York,Kings County,3053,1376,1270,106,9.094213674366346,17.9456711,154.0363617
1348,36047048500,581535.000000000000000,0.000000000000000,Census Tract 485,New York,Kings County,2329,1045,974,71,1.796968368197959,19.1944275,116.1956863
1349,36047048900,91581.000000000000000,0.000000000000000,Census Tract 489,New York,Kings County,3709,1523,1523,0,16.630087026785031,19.9062786,40.3199997
1350,36047049100,213164.000000000000000,0.000000000000000,Census Tract 491,New York,Kings County,6993,2726,2632,94,12.788275693831979,20.6488552,92.0211868
1351,36047049500,129103.000000000000000,0.000000000000000,Census Tract 495,New York,Kings County,2546,1310,1262,48,10.146936941821645,19.1852093,147.7132874
1352,36047049700,164634.000000000000000,0.000000000000000,Census Tract 497,New York,Kings County,3076,1666,1509,157,10.119416402444209,17.7762756,134.5597839
1353,36047049900,141699.000000000000000,0.000000000000000,Census Tract 499,New York,Kings County,2088,959,917,42,6.767867098568091,16.5347843,172.3101196
1354,36047050100,172687.000000000000000,0.000000000000000,Census Tract 501,New York,Kings County,3373,1630,1572,58,9.439042892632335,16.2781067,143.8622437
1355,36047050300,125307.000000000000000,0.000000000000000,Census Tract 503,New York,Kings County,2910,1455,1363,92,11.611482199717493,18.6261101,106.8345337
1356,36047050500,169412.000000000000000,0.000000000000000,Census Tract 505,New York,Kings County,4136,1951,1844,107,11.516303449578544,18.8327427,91.6105270
1357,36047050700,174429.000000000000000,0.000000000000000,Census Tract 507,New York,Kings County,3780,733,662,71,4.202282877273848,21.5962677,157.0569916
1358,36047050900,141788.000000000000000,0.000000000000000,Census Tract 509,New York,Kings County,6003,992,987,5,6.996360763957457,20.5498486,167.6178284
1359,36047051100,159004.000000000000000,0.000000000000000,Census Tract 511,New York,Kings County,4491,1983,1927,56,12.471384367688865,18.3970909,80.7471924
1360,36047051300,258100.000000000000000,0.000000000000000,Census Tract 513,New York,Kings County,5825,2520,2381,139,9.763657497094149,16.3860760,136.4838715
1361,36047051500,186924.000000000000000,0.000000000000000,Census Tract 515,New York,Kings County,2812,1239,1209,30,6.628362329074918,15.6955528,120.7826080
1362,36047051700,187367.000000000000000,0.000000000000000,Census Tract 517,New York,Kings County,2857,1546,1413,133,8.251186174726605,14.4048491,121.1304321
1363,36047051900,274935.000000000000000,0.000000000000000,Census Tract 519,New York,Kings County,5257,3254,3021,233,11.835524760397913,15.5273972,108.7915344
1364,36047052300,144959.000000000000000,0.000000000000000,Census Tract 523,New York,Kings County,5376,2360,2231,129,16.280465510937574,13.3412180,77.2405090
1365,36047052500,124144.000000000000000,0.000000000000000,Census Tract 525,New York,Kings County,3321,1341,1234,107,10.801971903595824,13.0559778,79.1222992
1366,36047052700,190002.000000000000000,0.000000000000000,Census Tract 527,New York,Kings County,6917,2535,2327,208,13.341964821422932,16.2722340,96.8130875
1367,36047052900,174907.000000000000000,0.000000000000000,Census Tract 529,New York,Kings County,2920,949,836,113,5.425740536399344,17.7213516,199.4769287
1368,36047053300,193151.000000000000000,0.000000000000000,Census Tract 533,New York,Kings County,6367,1695,1484,211,8.775517600219517,17.2985802,147.8873291
1369,36047053500,130364.000000000000000,0.000000000000000,Census Tract 535,New York,Kings County,4033,1037,867,170,7.954650056764137,14.8844385,135.0620728
1370,36047053700,167454.000000000000000,0.000000000000000,Census Tract 537,New York,Kings County,4275,746,721,25,4.454954793555244,16.3133640,159.0483856
1371,36047053900,101381.000000000000000,0.000000000000000,Census Tract 539,New York,Kings County,2878,958,926,32,9.449502372239374,17.0785465,108.2155151
1372,36047054300,955334.000000000000000,376699.000000000000000,Census Tract 543,New York,Kings County,0,0,0,0,0.000000000000000,17.1861877,11.0876341
1373,36047054500,167767.000000000000000,0.000000000000000,Census Tract 545,New York,Kings County,7650,2432,2432,0,14.496295457390309,14.8765306,68.5380402
1374,36047054700,170095.000000000000000,0.000000000000000,Census Tract 547,New York,Kings County,6717,2279,2052,227,13.398395014550692,14.3066063,85.7540131
1375,36047054900,195442.000000000000000,0.000000000000000,Census Tract 549,New York,Kings County,4577,1995,1806,189,10.207631931723990,12.4882278,129.6418610
1376,36047055100,231586.000000000000000,0.000000000000000,Census Tract 551,New York,Kings County,5413,2820,2480,340,12.176901885260769,11.2522326,99.2568130
1377,36047055300,156271.000000000000000,0.000000000000000,Census Tract 553,New York,Kings County,3065,1607,1399,208,10.283417908633080,14.3475876,157.9421997
1378,36047055500,261669.000000000000000,0.000000000000000,Census Tract 555,New York,Kings County,9345,4857,4414,443,18.561617921878401,13.3418102,96.9688568
1379,36047055700,282493.000000000000000,0.000000000000000,Census Tract 557,New York,Kings County,1834,1035,988,47,3.663807598772359,15.1450424,110.7435913
1380,36047056100,338520.000000000000000,25811.000000000000000,Census Tract 561,New York,Kings County,3776,1817,1710,107,5.367481980385207,14.5819550,196.6341400
1381,36047056500,237963.000000000000000,0.000000000000000,Census Tract 565,New York,Kings County,3432,2051,1828,223,8.618986985371675,12.1830988,156.0451202
1382,36047056900,127954.000000000000000,0.000000000000000,Census Tract 569,New York,Kings County,1762,896,818,78,7.002516529377745,14.6334448,177.2937012
1383,36047057100,175867.000000000000000,0.000000000000000,Census Tract 571,New York,Kings County,4036,2178,1935,243,12.384358634650047,16.0151138,106.6683655
1384,36047057300,170142.000000000000000,0.000000000000000,Census Tract 573,New York,Kings County,2545,1441,1343,98,8.469396151449965,16.7686119,145.8989410
1385,36047057500,181405.000000000000000,0.000000000000000,Census Tract 575,New York,Kings County,4417,2312,2212,100,12.744962928254457,15.3363209,111.7799988
1386,36047059100,192105.000000000000000,0.000000000000000,Census Tract 591,New York,Kings County,3963,2037,1887,150,10.603576169282423,19.2109032,77.1502380
1387,36047059300,187979.000000000000000,0.000000000000000,Census Tract 593,New York,Kings County,2396,955,918,37,5.080354720474096,20.8665142,172.2067261
1388,36061000201,90233.000000000000000,75976.000000000000000,Census Tract 2.01,New York,New York County,2740,924,856,68,10.240156040472998,10.9333334,123.8877563
1389,36061000202,310040.000000000000000,428737.000000000000000,Census Tract 2.02,New York,New York County,6789,3536,3235,301,11.404980002580313,9.4657726,69.2507172
1390,36061000600,240406.000000000000000,176018.000000000000000,Census Tract 6,New York,New York County,10732,5329,4779,550,22.166668053209985,9.4345341,48.8089905
1391,36061000700,253229.000000000000000,246239.000000000000000,Census Tract 7,New York,New York County,8653,6595,4808,1787,26.043620596377192,7.6390777,71.1071396
1392,36061000800,220708.000000000000000,167906.000000000000000,Census Tract 8,New York,New York County,9189,4276,4246,30,19.374014535041773,8.4688234,73.3388443
1393,36061000900,298886.000000000000000,476839.000000000000000,Census Tract 9,New York,New York County,1906,1123,858,265,3.757285386401504,5.5601673,193.2707062
